date,state,district,commodity,variety,market,min_price,max_price,modal_price
2025-01-09,Madhya Pradesh,DistrictA,Onion,Common,MarketB,2416,2915,2665
2025-01-09,Madhya Pradesh,DistrictB,Wheat,Common,MarketC,1195,1811,1503
2025-01-09,Madhya Pradesh,DistrictB,Rice,Common,MarketB,2379,2726,2552
2025-01-09,Madhya Pradesh,DistrictB,Tomato,Common,MarketC,2000,2564,2282
2025-01-09,Madhya Pradesh,DistrictB,Potato,Common,MarketA,1401,2092,1746
2025-01-09,Madhya Pradesh,DistrictB,Onion,Common,MarketA,1536,2003,1769
2025-01-09,Madhya Pradesh,DistrictC,Wheat,Common,MarketA,2034,2553,2293
2025-01-09,Madhya Pradesh,DistrictC,Rice,Common,MarketB,1125,1630,1377
2025-01-09,Madhya Pradesh,DistrictC,Tomato,Common,MarketA,2112,2666,2389
2025-01-09,Madhya Pradesh,DistrictC,Potato,Common,MarketA,2037,2493,2265
2025-01-09,Madhya Pradesh,DistrictC,Onion,Common,MarketA,1280,1922,1601
2025-01-10,Uttar Pradesh,DistrictA,Wheat,Common,MarketC,1388,2070,1729
2025-01-10,Uttar Pradesh,DistrictA,Rice,Common,MarketB,2302,3022,2662
2025-01-10,Uttar Pradesh,DistrictA,Tomato,Common,MarketA,1433,1776,1604
2025-01-10,Uttar Pradesh,DistrictA,Potato,Common,MarketB,2409,2622,2515
2025-01-10,Uttar Pradesh,DistrictA,Onion,Common,MarketB,1256,1801,1528
2025-01-10,Uttar Pradesh,DistrictB,Wheat,Common,MarketC,2368,2967,2667
2025-01-10,Uttar Pradesh,DistrictB,Rice,Common,MarketB,1857,2228,2042
2025-01-10,Uttar Pradesh,DistrictB,Tomato,Common,MarketC,2244,2595,2419
2025-01-10,Uttar Pradesh,DistrictB,Potato,Common,MarketC,2206,2804,2505
2025-01-10,Uttar Pradesh,DistrictB,Onion,Common,MarketB,1071,1688,1379
2025-01-10,Uttar Pradesh,DistrictC,Wheat,Common,MarketC,2306,2579,2442
2025-01-10,Uttar Pradesh,DistrictC,Rice,Common,MarketC,1496,2023,1759
2025-01-10,Uttar Pradesh,DistrictC,Tomato,Common,MarketA,1579,2225,1902
2025-01-10,Uttar Pradesh,DistrictC,Potato,Common,MarketA,1361,1653,1507
2025-01-10,Uttar Pradesh,DistrictC,Onion,Common,MarketC,1323,1906,1614
2025-01-10,Maharashtra,DistrictA,Wheat,Common,MarketA,1735,2280,2007
2025-01-10,Maharashtra,DistrictA,Rice,Common,MarketC,2126,2540,2333
2025-01-10,Maharashtra,DistrictA,Tomato,Common,MarketC,1780,2173,1976
2025-01-10,Maharashtra,DistrictA,Potato,Common,MarketC,1663,2462,2062
2025-01-10,Maharashtra,DistrictA,Onion,Common,MarketB,1186,1400,1293
2025-01-10,Maharashtra,DistrictB,Wheat,Common,MarketA,2320,2930,2625
2025-01-10,Maharashtra,DistrictB,Rice,Common,MarketA,2075,2302,2188
2025-01-10,Maharashtra,DistrictB,Tomato,Common,MarketB,2040,2590,2315
2025-01-10,Maharashtra,DistrictB,Potato,Common,MarketC,2252,2661,2456
2025-01-10,Maharashtra,DistrictB,Onion,Common,MarketA,2317,3098,2707
2025-01-10,Maharashtra,DistrictC,Wheat,Common,MarketB,1973,2547,2260
2025-01-10,Maharashtra,DistrictC,Rice,Common,MarketC,2077,2552,2314
2025-01-10,Maharashtra,DistrictC,Tomato,Common,MarketB,2054,2388,2221
2025-01-10,Maharashtra,DistrictC,Potato,Common,MarketB,1104,1569,1336
2025-01-10,Maharashtra,DistrictC,Onion,Common,MarketB,1252,1746,1499
2025-01-10,Bihar,DistrictA,Wheat,Common,MarketB,1548,1814,1681
2025-01-10,Bihar,DistrictA,Rice,Common,MarketA,1298,1960,1629
2025-01-10,Bihar,DistrictA,Tomato,Common,MarketC,1100,1355,1227
2025-01-10,Bihar,DistrictA,Potato,Common,MarketC,1392,1972,1682
2025-01-10,Bihar,DistrictA,Onion,Common,MarketA,1446,1754,1600
2025-01-10,Bihar,DistrictB,Wheat,Common,MarketB,2191,2825,2508
2025-01-10,Bihar,DistrictB,Rice,Common,MarketA,1217,1638,1427
2025-01-10,Bihar,DistrictB,Tomato,Common,MarketB,1277,2045,1661
2025-01-10,Bihar,DistrictB,Potato,Common,MarketC,2009,2674,2341
2025-01-10,Bihar,DistrictB,Onion,Common,MarketB,1753,2536,2144
2025-01-10,Bihar,DistrictC,Wheat,Common,MarketC,1029,1587,1308
2025-01-10,Bihar,DistrictC,Rice,Common,MarketB,2311,2596,2453
2025-01-10,Bihar,DistrictC,Tomato,Common,MarketA,1746,2258,2002
2025-01-10,Bihar,DistrictC,Potato,Common,MarketB,1904,2372,2138
2025-01-10,Bihar,DistrictC,Onion,Common,MarketB,1130,1680,1405
2025-01-10,West Bengal,DistrictA,Wheat,Common,MarketB,2186,2481,2333
2025-01-10,West Bengal,DistrictA,Rice,Common,MarketA,1509,2073,1791
2025-01-10,West Bengal,DistrictA,Tomato,Common,MarketC,1352,1987,1669
2025-01-10,West Bengal,DistrictA,Potato,Common,MarketC,2248,2859,2553
2025-01-10,West Bengal,DistrictA,Onion,Common,MarketB,1980,2297,2138
2025-01-10,West Bengal,DistrictB,Wheat,Common,MarketB,1191,1981,1586
2025-01-10,West Bengal,DistrictB,Rice,Common,MarketB,1658,1964,1811
2025-01-10,West Bengal,DistrictB,Tomato,Common,MarketA,1782,2371,2076
2025-01-10,West Bengal,DistrictB,Potato,Common,MarketB,1868,2535,2201
2025-01-10,West Bengal,DistrictB,Onion,Common,MarketB,1933,2670,2301
2025-01-10,West Bengal,DistrictC,Wheat,Common,MarketC,1603,1875,1739
2025-01-10,West Bengal,DistrictC,Rice,Common,MarketB,2332,3121,2726
2025-01-10,West Bengal,DistrictC,Tomato,Common,MarketC,2276,2488,2382
2025-01-10,West Bengal,DistrictC,Potato,Common,MarketC,2099,2349,2224
2025-01-10,West Bengal,DistrictC,Onion,Common,MarketC,1148,1469,1308
2025-01-10,Madhya Pradesh,DistrictA,Wheat,Common,MarketA,2303,3040,2671
2025-01-10,Madhya Pradesh,DistrictA,Rice,Common,MarketB,2179,2616,2397
2025-01-10,Madhya Pradesh,DistrictA,Tomato,Common,MarketB,1491,2046,1768
2025-01-10,Madhya Pradesh,DistrictA,Potato,Common,MarketA,1924,2396,2160
2025-01-10,Madhya Pradesh,DistrictA,Onion,Common,MarketB,1122,1670,1396
2025-01-10,Madhya Pradesh,DistrictB,Wheat,Common,MarketC,2432,2954,2693
2025-01-10,Madhya Pradesh,DistrictB,Rice,Common,MarketA,1769,2057,1913
2025-01-10,Madhya Pradesh,DistrictB,Tomato,Common,MarketC,1709,2007,1858
2025-01-10,Madhya Pradesh,DistrictB,Potato,Common,MarketB,1600,1945,1772
2025-01-10,Madhya Pradesh,DistrictB,Onion,Common,MarketC,1256,1644,1450
2025-01-10,Madhya Pradesh,DistrictC,Wheat,Common,MarketA,1898,2600,2249
2025-01-10,Madhya Pradesh,DistrictC,Rice,Common,MarketB,1676,2146,1911
2025-01-10,Madhya Pradesh,DistrictC,Tomato,Common,MarketC,2137,2675,2406
2025-01-10,Madhya Pradesh,DistrictC,Potato,Common,MarketB,1985,2543,2264
2025-01-10,Madhya Pradesh,DistrictC,Onion,Common,MarketC,2357,2725,2541
2025-01-11,Uttar Pradesh,DistrictA,Wheat,Common,MarketC,1797,2257,2027
2025-01-11,Uttar Pradesh,DistrictA,Rice,Common,MarketC,2222,2632,2427
2025-01-11,Uttar Pradesh,DistrictA,Tomato,Common,MarketB,1742,2413,2077
2025-01-11,Uttar Pradesh,DistrictA,Potato,Common,MarketA,2046,2805,2425
2025-01-11,Uttar Pradesh,DistrictA,Onion,Common,MarketB,1295,1500,1397
2025-01-11,Uttar Pradesh,DistrictB,Wheat,Common,MarketA,1680,2082,1881
2025-01-11,Uttar Pradesh,DistrictB,Rice,Common,MarketC,1824,2267,2045
2025-01-11,Uttar Pradesh,DistrictB,Tomato,Common,MarketA,1986,2232,2109
2025-01-11,Uttar Pradesh,DistrictB,Potato,Common,MarketA,2036,2615,2325
2025-01-11,Uttar Pradesh,DistrictB,Onion,Common,MarketA,2365,2785,2575
2025-01-11,Uttar Pradesh,DistrictC,Wheat,Common,MarketB,2069,2772,2420
2025-01-11,Uttar Pradesh,DistrictC,Rice,Common,MarketB,1207,1530,1368
2025-01-11,Uttar Pradesh,DistrictC,Tomato,Common,MarketC,2352,2738,2545
2025-01-11,Uttar Pradesh,DistrictC,Potato,Common,MarketA,1059,1700,1379
2025-01-11,Uttar Pradesh,DistrictC,Onion,Common,MarketB,1910,2111,2010
2025-01-11,Maharashtra,DistrictA,Wheat,Common,MarketB,1831,2386,2108
2025-01-11,Maharashtra,DistrictA,Rice,Common,MarketC,2188,2478,2333
2025-01-11,Maharashtra,DistrictA,Tomato,Common,MarketB,1958,2364,2161
2025-01-11,Maharashtra,DistrictA,Potato,Common,MarketA,2088,2803,2445
2025-01-11,Maharashtra,DistrictA,Onion,Common,MarketB,1746,2251,1998
2025-01-11,Maharashtra,DistrictB,Wheat,Common,MarketC,1394,1667,1530
2025-01-11,Maharashtra,DistrictB,Rice,Common,MarketC,2360,3127,2743
2025-01-11,Maharashtra,DistrictB,Tomato,Common,MarketA,1729,2168,1948
2025-01-11,Maharashtra,DistrictB,Potato,Common,MarketC,1140,1604,1372
2025-01-11,Maharashtra,DistrictB,Onion,Common,MarketA,1458,1727,1592
2025-01-11,Maharashtra,DistrictC,Wheat,Common,MarketA,1629,2026,1827
2025-01-11,Maharashtra,DistrictC,Rice,Common,MarketB,1567,2197,1882
2025-01-11,Maharashtra,DistrictC,Tomato,Common,MarketB,1324,1965,1644
2025-01-11,Maharashtra,DistrictC,Potato,Common,MarketB,2087,2846,2466
2025-01-11,Maharashtra,DistrictC,Onion,Common,MarketA,1497,1756,1626
2025-01-11,Bihar,DistrictA,Wheat,Common,MarketC,1256,2032,1644
2025-01-11,Bihar,DistrictA,Rice,Common,MarketB,1037,1261,1149
2025-01-11,Bihar,DistrictA,Tomato,Common,MarketA,1460,2230,1845
2025-01-11,Bihar,DistrictA,Potato,Common,MarketA,1356,1938,1647
2025-01-11,Bihar,DistrictA,Onion,Common,MarketA,2181,2949,2565
2025-01-11,Bihar,DistrictB,Wheat,Common,MarketA,2071,2598,2334
2025-01-11,Bihar,DistrictB,Rice,Common,MarketA,2454,2709,2581
2025-01-11,Bihar,DistrictB,Tomato,Common,MarketB,1267,1535,1401
2025-01-11,Bihar,DistrictB,Potato,Common,MarketB,2472,2928,2700
2025-01-11,Bihar,DistrictB,Onion,Common,MarketC,1745,1993,1869
2025-01-11,Bihar,DistrictC,Wheat,Common,MarketB,1315,1927,1621
2025-01-11,Bihar,DistrictC,Rice,Common,MarketB,2025,2369,2197
2025-01-11,Bihar,DistrictC,Tomato,Common,MarketA,1419,2191,1805
2025-01-11,Bihar,DistrictC,Potato,Common,MarketB,1843,2486,2164
2025-01-11,Bihar,DistrictC,Onion,Common,MarketA,1642,2396,2019
2025-01-11,West Bengal,DistrictA,Wheat,Common,MarketA,1963,2340,2151
2025-01-11,West Bengal,DistrictA,Rice,Common,MarketC,1045,1414,1229
2025-01-11,West Bengal,DistrictA,Tomato,Common,MarketC,1416,1754,1585
2025-01-11,West Bengal,DistrictA,Potato,Common,MarketA,2171,2600,2385
2025-01-11,West Bengal,DistrictA,Onion,Common,MarketB,1373,1652,1512
2025-01-11,West Bengal,DistrictB,Wheat,Common,MarketA,1737,2001,1869
2025-01-11,West Bengal,DistrictB,Rice,Common,MarketA,2227,2808,2517
2025-01-11,West Bengal,DistrictB,Tomato,Common,MarketC,2499,3271,2885
2025-01-11,West Bengal,DistrictB,Potato,Common,MarketB,1538,1951,1744
2025-01-11,West Bengal,DistrictB,Onion,Common,MarketC,1060,1802,1431
2025-01-11,West Bengal,DistrictC,Wheat,Common,MarketA,1011,1625,1318
2025-01-11,West Bengal,DistrictC,Rice,Common,MarketA,1236,1616,1426
2025-01-11,West Bengal,DistrictC,Tomato,Common,MarketB,1557,2097,1827
2025-01-11,West Bengal,DistrictC,Potato,Common,MarketC,2103,2775,2439
2025-01-11,West Bengal,DistrictC,Onion,Common,MarketB,1111,1602,1356
2025-01-11,Madhya Pradesh,DistrictA,Wheat,Common,MarketA,1382,1598,1490
2025-01-11,Madhya Pradesh,DistrictA,Rice,Common,MarketB,2354,3039,2696
2025-01-11,Madhya Pradesh,DistrictA,Tomato,Common,MarketC,1116,1870,1493
2025-01-11,Madhya Pradesh,DistrictA,Potato,Common,MarketA,1813,2559,2186
2025-01-11,Madhya Pradesh,DistrictA,Onion,Common,MarketB,1921,2267,2094
2025-01-11,Madhya Pradesh,DistrictB,Wheat,Common,MarketB,1080,1654,1367
2025-01-11,Madhya Pradesh,DistrictB,Rice,Common,MarketA,1062,1765,1413
2025-01-11,Madhya Pradesh,DistrictB,Tomato,Common,MarketA,2451,3077,2764
2025-01-11,Madhya Pradesh,DistrictB,Potato,Common,MarketA,2345,2710,2527
2025-01-11,Madhya Pradesh,DistrictB,Onion,Common,MarketA,1460,2118,1789
2025-01-11,Madhya Pradesh,DistrictC,Wheat,Common,MarketB,1463,2041,1752
2025-01-11,Madhya Pradesh,DistrictC,Rice,Common,MarketC,1363,1634,1498
2025-01-11,Madhya Pradesh,DistrictC,Tomato,Common,MarketA,1637,2006,1821
2025-01-11,Madhya Pradesh,DistrictC,Potato,Common,MarketC,1336,2007,1671
2025-01-11,Madhya Pradesh,DistrictC,Onion,Common,MarketC,2011,2485,2248
2025-01-12,Uttar Pradesh,DistrictA,Wheat,Common,MarketB,1904,2669,2286
2025-01-12,Uttar Pradesh,DistrictA,Rice,Common,MarketB,1572,2370,1971
2025-01-12,Uttar Pradesh,DistrictA,Tomato,Common,MarketC,2201,2642,2421
2025-01-12,Uttar Pradesh,DistrictA,Potato,Common,MarketC,2485,2764,2624
2025-01-12,Uttar Pradesh,DistrictA,Onion,Common,MarketC,2440,3023,2731
2025-01-12,Uttar Pradesh,DistrictB,Wheat,Common,MarketB,1895,2220,2057
2025-01-12,Uttar Pradesh,DistrictB,Rice,Common,MarketA,1046,1721,1383
2025-01-12,Uttar Pradesh,DistrictB,Tomato,Common,MarketC,1618,2281,1949
2025-01-12,Uttar Pradesh,DistrictB,Potato,Common,MarketB,1122,1795,1458
2025-01-12,Uttar Pradesh,DistrictB,Onion,Common,MarketA,1840,2601,2220
2025-01-12,Uttar Pradesh,DistrictC,Wheat,Common,MarketB,1606,1828,1717
2025-01-12,Uttar Pradesh,DistrictC,Rice,Common,MarketC,1765,2199,1982
2025-01-12,Uttar Pradesh,DistrictC,Tomato,Common,MarketC,2187,2602,2394
2025-01-12,Uttar Pradesh,DistrictC,Potato,Common,MarketC,1656,1945,1800
2025-01-12,Uttar Pradesh,DistrictC,Onion,Common,MarketA,1556,2012,1784
2025-01-12,Maharashtra,DistrictA,Wheat,Common,MarketC,1051,1588,1319
2025-01-12,Maharashtra,DistrictA,Rice,Common,MarketB,2090,2589,2339
2025-01-12,Maharashtra,DistrictA,Tomato,Common,MarketC,1831,2262,2046
2025-01-12,Maharashtra,DistrictA,Potato,Common,MarketA,2091,2796,2443
2025-01-12,Maharashtra,DistrictA,Onion,Common,MarketC,2074,2533,2303
2025-01-12,Maharashtra,DistrictB,Wheat,Common,MarketC,1784,2569,2176
2025-01-12,Maharashtra,DistrictB,Rice,Common,MarketC,2001,2384,2192
2025-01-12,Maharashtra,DistrictB,Tomato,Common,MarketA,1128,1618,1373
2025-01-12,Maharashtra,DistrictB,Potato,Common,MarketC,1185,1863,1524
2025-01-12,Maharashtra,DistrictB,Onion,Common,MarketC,1491,2203,1847
2025-01-12,Maharashtra,DistrictC,Wheat,Common,MarketA,2090,2756,2423
2025-01-12,Maharashtra,DistrictC,Rice,Common,MarketA,1600,2216,1908
2025-01-12,Maharashtra,DistrictC,Tomato,Common,MarketA,1988,2575,2281
2025-01-12,Maharashtra,DistrictC,Potato,Common,MarketC,1416,1791,1603
2025-01-12,Maharashtra,DistrictC,Onion,Common,MarketC,2494,2926,2710
2025-01-12,Bihar,DistrictA,Wheat,Common,MarketA,1451,1927,1689
2025-01-12,Bihar,DistrictA,Rice,Common,MarketB,2194,2606,2400
2025-01-12,Bihar,DistrictA,Tomato,Common,MarketC,1040,1361,1200
2025-01-12,Bihar,DistrictA,Potato,Common,MarketC,1293,2092,1692
2025-01-12,Bihar,DistrictA,Onion,Common,MarketA,1540,2190,1865
2025-01-12,Bihar,DistrictB,Wheat,Common,MarketC,2084,2785,2434
2025-01-12,Bihar,DistrictB,Rice,Common,MarketA,1789,2322,2055
2025-01-12,Bihar,DistrictB,Tomato,Common,MarketA,1890,2231,2060
2025-01-12,Bihar,DistrictB,Potato,Common,MarketC,1332,2028,1680
2025-01-12,Bihar,DistrictB,Onion,Common,MarketA,2330,2952,2641
2025-01-12,Bihar,DistrictC,Wheat,Common,MarketB,1796,2320,2058
2025-01-12,Bihar,DistrictC,Rice,Common,MarketA,1079,1309,1194
2025-01-12,Bihar,DistrictC,Tomato,Common,MarketA,2135,2892,2513
2025-01-12,Bihar,DistrictC,Potato,Common,MarketB,1716,2479,2097
2025-01-12,Bihar,DistrictC,Onion,Common,MarketA,1471,1744,1607
2025-01-12,West Bengal,DistrictA,Wheat,Common,MarketC,1588,2174,1881
2025-01-12,West Bengal,DistrictA,Rice,Common,MarketC,1563,2195,1879
2025-01-12,West Bengal,DistrictA,Tomato,Common,MarketA,1598,2045,1821
2025-01-12,West Bengal,DistrictA,Potato,Common,MarketA,2143,2409,2276
2025-01-12,West Bengal,DistrictA,Onion,Common,MarketA,2350,3019,2684
2025-01-12,West Bengal,DistrictB,Wheat,Common,MarketB,1662,2147,1904
2025-01-12,West Bengal,DistrictB,Rice,Common,MarketC,1311,1819,1565
2025-01-12,West Bengal,DistrictB,Tomato,Common,MarketA,2120,2432,2276
2025-01-12,West Bengal,DistrictB,Potato,Common,MarketB,1455,2117,1786
2025-01-12,West Bengal,DistrictB,Onion,Common,MarketA,1964,2284,2124
2025-01-12,West Bengal,DistrictC,Wheat,Common,MarketB,1633,1871,1752
2025-01-12,West Bengal,DistrictC,Rice,Common,MarketA,1511,2184,1847
2025-01-12,West Bengal,DistrictC,Tomato,Common,MarketA,1288,1687,1487
2025-01-12,West Bengal,DistrictC,Potato,Common,MarketB,2271,2853,2562
2025-01-12,West Bengal,DistrictC,Onion,Common,MarketB,2110,2391,2250
2025-01-12,Madhya Pradesh,DistrictA,Wheat,Common,MarketB,1798,2497,2147
2025-01-12,Madhya Pradesh,DistrictA,Rice,Common,MarketB,1011,1325,1168
2025-01-12,Madhya Pradesh,DistrictA,Tomato,Common,MarketB,1105,1832,1468
2025-01-12,Madhya Pradesh,DistrictA,Potato,Common,MarketB,1845,2431,2138
2025-01-12,Madhya Pradesh,DistrictA,Onion,Common,MarketA,1480,2087,1783
2025-01-12,Madhya Pradesh,DistrictB,Wheat,Common,MarketC,1897,2117,2007
2025-01-12,Madhya Pradesh,DistrictB,Rice,Common,MarketA,1814,2216,2015
2025-01-12,Madhya Pradesh,DistrictB,Tomato,Common,MarketA,1415,2062,1738
2025-01-12,Madhya Pradesh,DistrictB,Potato,Common,MarketB,1166,1749,1457
2025-01-12,Madhya Pradesh,DistrictB,Onion,Common,MarketA,1996,2716,2356
2025-01-12,Madhya Pradesh,DistrictC,Wheat,Common,MarketC,1472,1929,1700
2025-01-12,Madhya Pradesh,DistrictC,Rice,Common,MarketA,2043,2732,2387
2025-01-12,Madhya Pradesh,DistrictC,Tomato,Common,MarketA,1489,2014,1751
2025-01-12,Madhya Pradesh,DistrictC,Potato,Common,MarketB,1891,2179,2035
2025-01-12,Madhya Pradesh,DistrictC,Onion,Common,MarketC,1707,2256,1981
2025-01-13,Uttar Pradesh,DistrictA,Wheat,Common,MarketB,1086,1592,1339
2025-01-13,Uttar Pradesh,DistrictA,Rice,Common,MarketA,2177,2816,2496
2025-01-13,Uttar Pradesh,DistrictA,Tomato,Common,MarketA,1734,2354,2044
2025-01-13,Uttar Pradesh,DistrictA,Potato,Common,MarketA,1632,2242,1937
2025-01-13,Uttar Pradesh,DistrictA,Onion,Common,MarketB,1003,1674,1338
2025-01-13,Uttar Pradesh,DistrictB,Wheat,Common,MarketA,2060,2842,2451
2025-01-13,Uttar Pradesh,DistrictB,Rice,Common,MarketC,2054,2634,2344
2025-01-13,Uttar Pradesh,DistrictB,Tomato,Common,MarketA,1343,2086,1714
2025-01-13,Uttar Pradesh,DistrictB,Potato,Common,MarketB,1165,1706,1435
2025-01-13,Uttar Pradesh,DistrictB,Onion,Common,MarketB,2042,2425,2233
2025-01-13,Uttar Pradesh,DistrictC,Wheat,Common,MarketB,1544,1753,1648
2025-01-13,Uttar Pradesh,DistrictC,Rice,Common,MarketA,1579,2253,1916
2025-01-13,Uttar Pradesh,DistrictC,Tomato,Common,MarketA,1426,1684,1555
2025-01-13,Uttar Pradesh,DistrictC,Potato,Common,MarketA,1495,1972,1733
2025-01-13,Uttar Pradesh,DistrictC,Onion,Common,MarketC,1008,1664,1336
2025-01-13,Maharashtra,DistrictA,Wheat,Common,MarketB,1272,1479,1375
2025-01-13,Maharashtra,DistrictA,Rice,Common,MarketA,2146,2378,2262
2025-01-13,Maharashtra,DistrictA,Tomato,Common,MarketA,1203,1920,1561
2025-01-13,Maharashtra,DistrictA,Potato,Common,MarketB,1516,2158,1837
2025-01-13,Maharashtra,DistrictA,Onion,Common,MarketB,1688,2226,1957
2025-01-13,Maharashtra,DistrictB,Wheat,Common,MarketC,2468,2803,2635
2025-01-13,Maharashtra,DistrictB,Rice,Common,MarketA,2048,2753,2400
2025-01-13,Maharashtra,DistrictB,Tomato,Common,MarketB,1679,2216,1947
2025-01-13,Maharashtra,DistrictB,Potato,Common,MarketA,1884,2178,2031
2025-01-13,Maharashtra,DistrictB,Onion,Common,MarketA,1622,1967,1794
2025-01-13,Maharashtra,DistrictC,Wheat,Common,MarketC,1952,2382,2167
2025-01-13,Maharashtra,DistrictC,Rice,Common,MarketA,1494,1731,1612
2025-01-13,Maharashtra,DistrictC,Tomato,Common,MarketC,1746,2382,2064
2025-01-13,Maharashtra,DistrictC,Potato,Common,MarketB,2391,2935,2663
2025-01-13,Maharashtra,DistrictC,Onion,Common,MarketA,1819,2559,2189
2025-01-13,Bihar,DistrictA,Wheat,Common,MarketA,1344,1812,1578
2025-01-13,Bihar,DistrictA,Rice,Common,MarketC,1267,1635,1451
2025-01-13,Bihar,DistrictA,Tomato,Common,MarketB,1032,1608,1320
2025-01-13,Bihar,DistrictA,Potato,Common,MarketA,2463,3154,2808
2025-01-13,Bihar,DistrictA,Onion,Common,MarketC,1488,1716,1602
2025-01-13,Bihar,DistrictB,Wheat,Common,MarketB,2196,2412,2304
2025-01-13,Bihar,DistrictB,Rice,Common,MarketB,1066,1462,1264
2025-01-13,Bihar,DistrictB,Tomato,Common,MarketC,1834,2056,1945
2025-01-13,Bihar,DistrictB,Potato,Common,MarketB,1236,2001,1618
2025-01-13,Bihar,DistrictB,Onion,Common,MarketB,1472,2224,1848
2025-01-13,Bihar,DistrictC,Wheat,Common,MarketA,1694,2122,1908
2025-01-13,Bihar,DistrictC,Rice,Common,MarketA,1597,2357,1977
2025-01-13,Bihar,DistrictC,Tomato,Common,MarketB,1257,1936,1596
2025-01-13,Bihar,DistrictC,Potato,Common,MarketB,1756,2078,1917
2025-01-13,Bihar,DistrictC,Onion,Common,MarketA,2194,2452,2323
2025-01-13,West Bengal,DistrictA,Wheat,Common,MarketA,2488,2947,2717
2025-01-13,West Bengal,DistrictA,Rice,Common,MarketA,1094,1418,1256
2025-01-13,West Bengal,DistrictA,Tomato,Common,MarketC,1253,1459,1356
2025-01-13,West Bengal,DistrictA,Potato,Common,MarketA,1727,2437,2082
2025-01-13,West Bengal,DistrictA,Onion,Common,MarketB,1068,1348,1208
2025-01-13,West Bengal,DistrictB,Wheat,Common,MarketC,2285,2573,2429
2025-01-13,West Bengal,DistrictB,Rice,Common,MarketB,2231,2643,2437
2025-01-13,West Bengal,DistrictB,Tomato,Common,MarketC,1265,1757,1511
2025-01-13,West Bengal,DistrictB,Potato,Common,MarketA,1332,1608,1470
2025-01-13,West Bengal,DistrictB,Onion,Common,MarketC,1046,1445,1245
2025-01-13,West Bengal,DistrictC,Wheat,Common,MarketB,1209,1828,1518
2025-01-13,West Bengal,DistrictC,Rice,Common,MarketA,1414,1966,1690
2025-01-13,West Bengal,DistrictC,Tomato,Common,MarketA,2284,2560,2422
2025-01-13,West Bengal,DistrictC,Potato,Common,MarketC,1982,2669,2325
2025-01-13,West Bengal,DistrictC,Onion,Common,MarketC,1578,2232,1905
2025-01-13,Madhya Pradesh,DistrictA,Wheat,Common,MarketC,2038,2469,2253
2025-01-13,Madhya Pradesh,DistrictA,Rice,Common,MarketB,1541,2099,1820
2025-01-13,Madhya Pradesh,DistrictA,Tomato,Common,MarketA,2354,2980,2667
2025-01-13,Madhya Pradesh,DistrictA,Potato,Common,MarketA,1827,2512,2169
2025-01-13,Madhya Pradesh,DistrictA,Onion,Common,MarketA,2436,2965,2700
2025-01-13,Madhya Pradesh,DistrictB,Wheat,Common,MarketC,1990,2336,2163
2025-01-13,Madhya Pradesh,DistrictB,Rice,Common,MarketA,1291,1633,1462
2025-01-13,Madhya Pradesh,DistrictB,Tomato,Common,MarketB,1746,2310,2028
2025-01-13,Madhya Pradesh,DistrictB,Potato,Common,MarketA,1719,2082,1900
2025-01-13,Madhya Pradesh,DistrictB,Onion,Common,MarketA,1083,1359,1221
2025-01-13,Madhya Pradesh,DistrictC,Wheat,Common,MarketB,1516,2200,1858
2025-01-13,Madhya Pradesh,DistrictC,Rice,Common,MarketC,1781,2084,1932
2025-01-13,Madhya Pradesh,DistrictC,Tomato,Common,MarketB,1338,2103,1720
2025-01-13,Madhya Pradesh,DistrictC,Potato,Common,MarketA,1606,2028,1817
2025-01-13,Madhya Pradesh,DistrictC,Onion,Common,MarketB,2076,2352,2214
2025-01-14,Uttar Pradesh,DistrictA,Wheat,Common,MarketB,1502,2017,1759
2025-01-14,Uttar Pradesh,DistrictA,Rice,Common,MarketC,1821,2185,2003
2025-01-14,Uttar Pradesh,DistrictA,Tomato,Common,MarketB,2050,2319,2184
2025-01-14,Uttar Pradesh,DistrictA,Potato,Common,MarketC,2388,2893,2640
2025-01-14,Uttar Pradesh,DistrictA,Onion,Common,MarketB,2280,2775,2527
2025-01-14,Uttar Pradesh,DistrictB,Wheat,Common,MarketB,1988,2637,2312
2025-01-14,Uttar Pradesh,DistrictB,Rice,Common,MarketA,2071,2857,2464
2025-01-14,Uttar Pradesh,DistrictB,Tomato,Common,MarketC,2206,2840,2523
2025-01-14,Uttar Pradesh,DistrictB,Potato,Common,MarketC,2211,2496,2353
2025-01-14,Uttar Pradesh,DistrictB,Onion,Common,MarketB,2479,2815,2647
2025-01-14,Uttar Pradesh,DistrictC,Wheat,Common,MarketC,1897,2432,2164
2025-01-14,Uttar Pradesh,DistrictC,Rice,Common,MarketB,1837,2505,2171
2025-01-14,Uttar Pradesh,DistrictC,Tomato,Common,MarketB,1402,2141,1771
2025-01-14,Uttar Pradesh,DistrictC,Potato,Common,MarketB,1023,1707,1365
2025-01-14,Uttar Pradesh,DistrictC,Onion,Common,MarketB,1222,1600,1411
2025-01-14,Maharashtra,DistrictA,Wheat,Common,MarketA,2473,3164,2818
2025-01-14,Maharashtra,DistrictA,Rice,Common,MarketA,1809,2428,2118
2025-01-14,Maharashtra,DistrictA,Tomato,Common,MarketA,1648,2011,1829
2025-01-14,Maharashtra,DistrictA,Potato,Common,MarketB,2278,2953,2615
2025-01-14,Maharashtra,DistrictA,Onion,Common,MarketA,2440,2809,2624
